rise,run,hypotenuse
7.4,8.2,11.045361017187261
7.5,5.4,9.241753080449618
7.5,7.2,10.396634070698074
7.6,3.5,8.367197858303578
7.6,4.4,8.78179936004006
7.6,6.0,9.682974749528164
7.6,7.9,10.962207806824317
7.6,8.5,11.402192771568107
7.6,9.8,12.401612798341997
7.7,2.6,8.127115109311545
7.7,3.4,8.417244204607586
7.7,5.0,9.180958555619343
7.7,7.1,10.47377677822093
7.7,7.8,10.960383204979651
7.8,2.6,8.221921916437786
7.8,4.5,9.004998611882181
7.8,6.3,10.026464980241043
7.8,7.7,10.960383204979651
7.8,8.7,11.684605256490267
7.9,2.1,8.174350127074323
7.9,2.6,8.3168503653727
7.9,2.9,8.415461959987699
7.9,5.6,9.683491106000975
7.9,7.6,10.962207806824317
8.0,6.4,10.244998779892558
8.0,7.0,10.63014581273465
8.1,2.1,8.367795408588812
8.1,2.8,8.570297544426332
8.1,4.7,9.364827814754525
8.2,2.3,8.516454661418683
8.2,4.0,9.123595782365635
8.2,4.9,9.5524865872714
8.2,5.4,9.818350166906862
8.2,7.4,11.045361017187261
8.2,8.6,11.882760622010357
8.2,9.6,12.625371281669302
8.2,9.9,12.854960132182441
8.3,2.7,8.728115489611719
8.3,4.2,9.302150289046077
8.3,4.6,9.489467845985885
8.3,5.5,9.956907150315303
8.3,6.9,10.793516572461453
8.3,8.5,11.880235687897779
8.4,4.0,9.303762679690406
8.5,2.8,8.94930164873215
8.5,4.5,9.617692030835672
8.5,7.6,11.402192771568107
8.5,8.3,11.880235687897779
8.5,9.8,12.972663566130127
8.6,4.6,9.752948272189286
8.6,8.2,11.882760622010357
8.6,9.4,12.740486646906389
8.7,2.1,8.949860334105777
8.7,4.1,9.617692030835672
8.7,4.7,9.888377015466187
8.7,7.8,11.684605256490267
8.8,2.4,9.121403400793104
8.8,3.2,9.3637599285757
8.8,4.2,9.750897394599125
8.8,5.1,10.171037311896955
8.9,2.0,9.121951545584968
8.9,6.4,10.962207806824317
8.9,9.6,13.09083648969767
9.0,2.1,9.241753080449618
9.0,2.8,9.425497334358543
9.0,4.9,10.247438704378768
9.0,6.7,11.22007130102122
9.0,7.0,11.40175425099138
9.0,7.3,11.58835622510803
9.1,3.5,9.749871794028882
9.1,5.5,10.632967600815869
9.2,5.8,10.875660899458017
9.3,2.7,9.684007434941385
9.3,4.3,10.245974819410792
9.3,5.8,10.960383204979651
9.3,6.6,11.403946685248927
9.4,2.6,9.752948272189288
9.4,5.8,11.045361017187261
9.4,8.6,12.740486646906389
9.5,2.2,9.751410154434076
9.5,5.3,10.878419002777932
9.5,7.3,11.980818002123227
9.6,2.9,10.028459502834918
9.6,7.0,11.881077392223316
9.6,8.2,12.625371281669302
9.6,8.9,13.09083648969767
9.6,10.0,13.862178760930766
9.7,3.3,10.24597481941079
9.7,9.9,13.860014430006919
9.8,3.7,10.475208828467336
9.8,5.1,11.047624178980746
9.8,7.6,12.401612798341997
9.8,8.5,12.972663566130127
9.8,10.0,14.00142849854971
9.9,2.0,10.1
9.9,4.3,10.793516572461451
9.9,4.5,10.874741376235114
9.9,4.9,11.046266337545914
9.9,8.2,12.854960132182441
9.9,9.7,13.860014430006919
9.9,9.9,14.000714267493642
10.0,6.6,11.981652640600128
10.0,9.6,13.862178760930766
10.0,9.8,14.00142849854971
10.0,10.0,14.142135623730951
